usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran,key_resp_4.keys,key_resp_4.rt,key_resp.keys,key_resp.corr,lines_presented,is_signal_presented,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,vessel,active_band,lines,is_signal,supported_pos,catch_trial,key_resp.rt,debrief_formindex,debrief_formitemText,debrief_formtype,debrief_formitemWidth,debrief_formresponse,debrief_formrt,phases.thisRepN,phases.thisTrialN,phases.thisN,phases.thisIndex,phases.ran,phases.order,phase,key_resp_3.keys,trustitemText,trusttype,trustitemWidth,trustindex,trustresponse,trustrt,support_status.thisRepN,support_status.thisTrialN,support_status.thisN,support_status.thisIndex,support_status.ran,support_status.order,key_resp_5.keys,globalClockTime,userAgent
TRUE,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,"[[""0.203"",""0.471"",""0.741"",""0.908""],[""0.166"",""0.334"",""0.856"",""0.949""]]","[[""0.131"",""0.399"",""0.623"",""0.692""],[""0.079"",""0.294"",""0.562"",""0.794""]]","[1,10]","[100,1000]",Video game experience,,,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,Approximately how many hours did you spend playing video games in the last week?,,,0.7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,"Which game did you play the most this year? (Enter ""None"" if you didn't play any)",,,0.7,0,7 wonders architects ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,Visual perception,,,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,Do you have any form of color blindness?,,,0.7,0,No,29.4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,Do you use software to change the colour temperature of your screen (e.g. f.lux)?,,,0.7,0,No,33.5805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,,,,,,,,space,27.6794,space,11.4013,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,,,,,,,,,,space,7.7855,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,,,,,,,,,,space,22.8652,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,,,,,,,,,,space,6.6465,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606e22e5312c3b75b4de9c36,001,2022-04-28_21h14.11.190,classification_task,2021.2.3,MacIntel,60.0024001,606e22e5312c3b75b4de9c36,626b377229c10585ec392f8a,626b3b83ff0b7ef5dc450f80,,,,,,,,,,,,,,space,13.5323,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
