usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
TRUE,614089f2384830aaa0306f70,001,2022-04-28_20h46.08.475,classification_task,2021.2.3,MacIntel,60.0024001,614089f2384830aaa0306f70,626b377229c10585ec392f8a,626b3b7699dbc72395e11a5e
