usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom
TRUE,5d6ef000391fb4001a97337d,627c6fceca0d625b1aa4eca3,2022-05-11_21h28.15.436,classification_task,2021.2.3,Win32,59.89099838,627c6715c52fd12f31907bcf,,,,
,5d6ef000391fb4001a97337d,627c6fceca0d625b1aa4eca3,2022-05-11_21h28.15.436,classification_task,2021.2.3,Win32,59.89099838,627c6715c52fd12f31907bcf,"[[""0.276"",""0.408"",""0.883"",""0.937""],[""0.238"",""0.524"",""0.601"",""0.971""]]","[[""0.047"",""0.197"",""0.558"",""0.739""],[""0.097"",""0.372"",""0.484"",""0.783""]]","[1,10]","[100,1000]"
