usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
TRUE,607b6943b02ad525b94b458b,001,2022-04-29_02h09.46.065,classification_task,2021.2.3,Win32,143.7194596,607b6943b02ad525b94b458b,626b377229c10585ec392f89,626b394432a306a23d9b7ee8
