usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran,key_resp_4.keys,key_resp_4.rt,key_resp.keys,key_resp.corr,lines_presented,is_signal_presented,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,vessel,active_band,lines,is_signal,supported_pos,catch_trial,key_resp.rt,debrief_formindex,debrief_formitemText,debrief_formtype,debrief_formitemWidth,debrief_formresponse,debrief_formrt,phases.thisRepN,phases.thisTrialN,phases.thisN,phases.thisIndex,phases.ran,phases.order,phase,key_resp_3.keys,trustitemText,trusttype,trustitemWidth,trustindex,trustresponse,trustrt,support_status.thisRepN,support_status.thisTrialN,support_status.thisN,support_status.thisIndex,support_status.ran,support_status.order,key_resp_5.keys,globalClockTime,userAgent,manualCondition
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.322"",""0.511"",""0.242"",""0.957""]","[1,1,0,1]",0,40,40,40,1,0,0,,,0,FALSE,1.0791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.066"",""0.557"",""0.822""]","[1,0,1,1]",0,41,41,41,1,1,0,,,0,FALSE,0.4804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.198"",""0.709"",""0.621"",""0.922""]","[1,0,1,1]",0,42,42,42,1,0,1,,,0,FALSE,1.6679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.256"",""0.471"",""0.621"",""0.922""]","[0,1,1,1]",0,43,43,43,1,0,1,,,0,FALSE,1.2796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.256"",""0.511"",""0.881"",""0.957""]","[0,1,1,1]",0,44,44,44,1,0,0,,,0,FALSE,1.2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.198"",""0.471"",""0.621"",""0.721""]","[1,1,1,0]",0,45,45,45,1,0,1,,,0,FALSE,0.4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.267"",""0.672"",""0.768""]","[1,0,1,1]",0,46,46,46,1,1,1,,,0,FALSE,1.6151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.322"",""0.261"",""0.881"",""0.957""]","[1,0,1,1]",0,47,47,47,1,0,0,,,0,FALSE,0.8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.407"",""0.557"",""0.721""]","[1,1,1,0]",0,48,48,48,1,1,0,,,0,FALSE,0.7836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.322"",""0.511"",""0.881"",""0.277""]","[1,1,1,0]",0,49,49,49,1,0,0,,,0,FALSE,0.9051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.322"",""0.511"",""0.256"",""0.957""]","[1,1,0,1]",0,50,50,50,1,0,0,,,0,FALSE,0.7915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.064"",""0.407"",""0.557"",""0.822""]","[0,1,1,1]",0,51,51,51,1,1,0,,,0,FALSE,2.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.721"",""0.557"",""0.822""]","[1,0,1,1]",0,52,52,52,1,1,0,,,0,FALSE,0.5801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.708"",""0.511"",""0.881"",""0.957""]","[0,1,1,1]",0,53,53,53,1,0,0,,,0,FALSE,2.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.357"",""0.162"",""0.672"",""0.768""]","[0,1,1,1]",0,54,54,54,1,1,1,,,0,FALSE,1.3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.162"",""0.672"",""0.064""]","[1,1,1,0]",0,55,55,55,1,1,1,,,0,FALSE,1.0348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.407"",""0.261"",""0.822""]","[1,1,0,1]",0,56,56,56,1,1,0,,,0,FALSE,1.2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.322"",""0.253"",""0.881"",""0.957""]","[1,0,1,1]",0,57,57,57,1,0,0,,,0,FALSE,0.5773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.068"",""0.471"",""0.621"",""0.922""]","[0,1,1,1]",0,58,58,58,1,0,1,,,0,FALSE,1.5635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.471"",""0.621"",""0.256""]","[1,1,1,0]",0,59,59,59,1,0,1,,,0,FALSE,2.0855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.064"",""0.672"",""0.768""]","[1,0,1,1]",0,60,60,60,1,1,1,,,0,FALSE,3.6598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.471"",""0.256"",""0.922""]","[1,1,0,1]",0,61,61,61,1,0,1,,,0,FALSE,2.1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.256"",""0.621"",""0.922""]","[1,0,1,1]",0,62,62,62,1,0,1,,,0,FALSE,0.7652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.162"",""0.261"",""0.768""]","[1,1,0,1]",0,63,63,63,1,1,1,,,0,FALSE,1.7167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0, ,,0,,,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,  ,,0,,,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,  ,,0,,,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,space,7.0964,l,1,"[""0.103"",""0.162"",""0.721"",""0.768""]","[1,1,0,1]",0,0,0,0,1,1,1,,,0,FALSE,3.0369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.242"",""0.621"",""0.922""]","[1,0,1,1]",0,1,1,1,1,0,1,,,0,FALSE,1.1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.322"",""0.261"",""0.881"",""0.957""]","[1,0,1,1]",0,2,2,2,1,0,0,,,0,FALSE,3.3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.267"",""0.162"",""0.672"",""0.768""]","[0,1,1,1]",0,3,3,3,1,1,1,,,0,FALSE,1.8093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.267"",""0.471"",""0.621"",""0.922""]","[0,1,1,1]",0,4,4,4,1,0,1,,,0,FALSE,1.6417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.068"",""0.407"",""0.557"",""0.822""]","[0,1,1,1]",0,5,5,5,1,1,0,,,0,FALSE,2.6235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.162"",""0.672"",""0.721""]","[1,1,1,0]",0,6,6,6,1,1,1,,,0,FALSE,1.4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.267"",""0.557"",""0.822""]","[1,0,1,1]",0,7,7,7,1,1,0,,,0,FALSE,1.0332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.471"",""0.253"",""0.922""]","[1,1,0,1]",0,8,8,8,1,0,1,,,0,FALSE,1.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.708"",""0.511"",""0.881"",""0.957""]","[0,1,1,1]",0,9,9,9,1,0,0,,,0,FALSE,0.9397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.242"",""0.672"",""0.768""]","[1,0,1,1]",0,10,10,10,1,1,1,,,0,FALSE,2.7068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.322"",""0.511"",""0.881"",""0.277""]","[1,1,1,0]",0,11,11,11,1,0,0,,,0,FALSE,0.6586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.407"",""0.557"",""0.256""]","[1,1,1,0]",0,12,12,12,1,1,0,,,0,FALSE,0.5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.322"",""0.511"",""0.256"",""0.957""]","[1,1,0,1]",0,13,13,13,1,0,0,,,0,FALSE,0.5746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.407"",""0.242"",""0.822""]","[1,1,0,1]",0,14,14,14,1,1,0,,,0,FALSE,0.6767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.471"",""0.621"",""0.357""]","[1,1,1,0]",0,15,15,15,1,0,1,,,0,FALSE,1.3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.267"",""0.471"",""0.621"",""0.922""]","[0,1,1,1]",0,16,16,16,1,0,1,,,0,FALSE,1.3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.162"",""0.672"",""0.357""]","[1,1,1,0]",0,17,17,17,1,1,1,,,0,FALSE,1.1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.407"",""0.557"",""0.256""]","[1,1,1,0]",0,18,18,18,1,1,0,,,0,FALSE,0.6497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.277"",""0.621"",""0.922""]","[1,0,1,1]",0,19,19,19,1,0,1,,,0,FALSE,1.6493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.162"",""0.721"",""0.768""]","[1,1,0,1]",0,20,20,20,1,1,1,,,0,FALSE,1.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.407"",""0.261"",""0.822""]","[1,1,0,1]",0,21,21,21,1,1,0,,,0,FALSE,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.322"",""0.357"",""0.881"",""0.957""]","[1,0,1,1]",0,22,22,22,1,0,0,,,0,FALSE,0.5198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.029"",""0.261"",""0.557"",""0.822""]","[1,0,1,1]",0,23,23,23,1,1,0,,,0,FALSE,0.7119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.721"",""0.407"",""0.557"",""0.822""]","[0,1,1,1]",0,24,24,24,1,1,0,,,0,FALSE,0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.253"",""0.162"",""0.672"",""0.768""]","[0,1,1,1]",0,25,25,25,1,1,1,,,0,FALSE,2.5382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.322"",""0.511"",""0.357"",""0.957""]","[1,1,0,1]",0,26,26,26,1,0,0,,,0,FALSE,0.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.322"",""0.511"",""0.881"",""0.066""]","[1,1,1,0]",0,27,27,27,1,0,0,,,0,FALSE,0.8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.471"",""0.277"",""0.922""]","[1,1,0,1]",0,28,28,28,1,0,1,,,0,FALSE,1.2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.256"",""0.672"",""0.768""]","[1,0,1,1]",0,29,29,29,1,1,1,,,0,FALSE,1.4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.066"",""0.511"",""0.881"",""0.957""]","[0,1,1,1]",0,30,30,30,1,0,0,,,0,FALSE,0.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.471"",""0.621"",""0.256""]","[1,1,1,0]",0,31,31,31,1,0,1,,,0,FALSE,1.3516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.103"",""0.162"",""0.242"",""0.768""]","[1,1,0,1]",0,32,32,32,1,1,1,,,0,FALSE,0.7617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.029"",""0.256"",""0.557"",""0.822""]","[1,0,1,1]",0,33,33,33,1,1,0,,,0,FALSE,0.9423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.267"",""0.471"",""0.621"",""0.922""]","[0,1,1,1]",0,34,34,34,1,0,1,,,0,FALSE,1.5871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.471"",""0.721"",""0.922""]","[1,1,0,1]",0,35,35,35,1,0,1,,,0,FALSE,1.0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.322"",""0.511"",""0.881"",""0.256""]","[1,1,1,0]",0,36,36,36,1,0,0,,,0,FALSE,1.3489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,616934a454cf1f0e21721134,627c6f1cc925d19e815a9021,2022-05-12_04h25.15.596,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.198"",""0.256"",""0.621"",""0.922""]","[1,0,1,1]",0,37,37,37,1,0,1,,,0,FALSE,1.1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
