usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom
TRUE,607b6943b02ad525b94b458b,001,2022-04-29_02h06.55.725,classification_task,2021.2.3,Win32,143.6781609,607b6943b02ad525b94b458b,626b377229c10585ec392f89,626b394432a306a23d9b7ee8,,,,
,607b6943b02ad525b94b458b,001,2022-04-29_02h06.55.725,classification_task,2021.2.3,Win32,143.6781609,607b6943b02ad525b94b458b,626b377229c10585ec392f89,626b394432a306a23d9b7ee8,"[[""0.210"",""0.443"",""0.664"",""0.971""],[""0.326"",""0.369"",""0.873"",""0.907""]]","[[""0.043"",""0.275"",""0.539"",""0.751""],[""0.088"",""0.162"",""0.606"",""0.707""]]","[1,10]","[100,1000]"
