usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id
TRUE,61545919a17f1331cb7b33a7,627c74cbc4052aa2283359e5,2022-05-12_04h59.27.034,classification_task,2021.2.3,iPhone,58.82352941,627c6715c52fd12f31907bd0
