usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
TRUE,60ca61ee9cdeff87d1e9df40,1,2022-04-28_20h16.38.850,classification_task,2021.2.3,Win32,58.95183635,60ca61ee9cdeff87d1e9df40,626b377229c10585ec392f89,626b3b019f3f5c490a3661b7
