usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id
TRUE,5b27c8c9051c6e00019d0c96,627c6f77c925d19e815a9026,2022-05-11_22h23.04.548,classification_task,2021.2.3,Linux x86_64,60.0024001,627c6715c52fd12f31907bcf
