usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
TRUE,613213eaf4f60993ac034018,001,2022-04-28_20h08.44.209,classification_task,2021.2.3,MacIntel,60.22282445,613213eaf4f60993ac034018,626b377229c10585ec392f8a,626b39c000b7e0b8d761c56b
