usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran,key_resp_4.keys,key_resp_4.rt,key_resp.keys,key_resp.corr,lines_presented,is_signal_presented,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,vessel,active_band,lines,is_signal,supported_pos,catch_trial,key_resp.rt,debrief_formindex,debrief_formitemText,debrief_formtype,debrief_formitemWidth,debrief_formresponse,debrief_formrt,phases.thisRepN,phases.thisTrialN,phases.thisN,phases.thisIndex,phases.ran,phases.order,phase
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.060"",""0.464"",""0.611"",""0.798""]","[1,0,1,1]",0,50,50,50,1,1,0,,,0,FALSE,1.2233,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.368"",""0.319"",""0.926""]","[1,1,0,1]",0,51,51,51,1,0,1,,,0,FALSE,1.2326,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.165"",""0.511"",""0.885"",""0.548""]","[1,1,1,0]",0,52,52,52,1,0,0,,,0,FALSE,0.4204,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.123"",""0.200"",""0.673"",""0.732""]","[1,0,1,1]",0,53,53,53,1,1,1,,,0,FALSE,1.1349,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.368"",""0.832"",""0.555""]","[1,1,1,0]",0,54,54,54,1,0,1,,,0,FALSE,9.6731,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.557"",""0.425"",""0.611"",""0.798""]","[0,1,1,1]",0,55,55,55,1,1,0,,,0,FALSE,5.1858,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.123"",""0.286"",""0.673"",""0.560""]","[1,1,1,0]",0,56,56,56,1,1,1,,,0,FALSE,3.063,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.464"",""0.832"",""0.926""]","[1,0,1,1]",0,57,57,57,1,0,1,,,0,FALSE,1.1793,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.200"",""0.511"",""0.885"",""0.969""]","[0,1,1,1]",0,58,58,58,1,0,0,,,0,FALSE,1.1832,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.123"",""0.286"",""0.464"",""0.732""]","[1,1,0,1]",0,59,59,59,1,1,1,,,0,FALSE,1.5316,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.165"",""0.464"",""0.885"",""0.969""]","[1,0,1,1]",0,60,60,60,1,0,0,,,0,FALSE,2.7057,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.060"",""0.425"",""0.611"",""0.574""]","[1,1,1,0]",0,61,61,61,1,1,0,,,0,FALSE,3.0856,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.165"",""0.511"",""0.204"",""0.969""]","[1,1,0,1]",0,62,62,62,1,0,0,,,0,FALSE,2.8745,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.060"",""0.425"",""0.330"",""0.798""]","[1,1,0,1]",0,63,63,63,1,1,0,,,0,FALSE,2.3465,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0, ,,0,,,0,0,0,0,1,2,1
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,  ,,0,,,0,0,0,0,1,2,1
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,  ,,0,,,0,0,0,0,1,2,1
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,1
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,space,5.6897,l,0,"[""0.250"",""0.319"",""0.832"",""0.926""]","[1,0,1,1]",0,0,0,0,1,0,1,,,0,FALSE,1.1475,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.123"",""0.286"",""0.673"",""0.204""]","[1,1,1,0]",0,1,1,1,1,1,1,,,0,FALSE,0.7906,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.123"",""0.286"",""0.199"",""0.732""]","[1,1,0,1]",0,2,2,2,1,1,1,,,0,FALSE,2.0453,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.165"",""0.511"",""0.885"",""0.199""]","[1,1,1,0]",0,3,3,3,1,0,0,,,0,FALSE,2.2453,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.368"",""0.319"",""0.926""]","[1,1,0,1]",0,4,4,4,1,0,1,,,0,FALSE,1.2507,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.464"",""0.511"",""0.885"",""0.969""]","[0,1,1,1]",0,5,5,5,1,0,0,,,0,FALSE,1.5163,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.464"",""0.425"",""0.611"",""0.798""]","[0,1,1,1]",0,6,6,6,1,1,0,,,0,FALSE,2.111,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.060"",""0.425"",""0.611"",""0.464""]","[1,1,1,0]",0,7,7,7,1,1,0,,,0,FALSE,1.6468,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.575"",""0.368"",""0.832"",""0.926""]","[0,1,1,1]",0,8,8,8,1,0,1,,,0,FALSE,5.0784,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.123"",""0.464"",""0.673"",""0.732""]","[1,0,1,1]",0,9,9,9,1,1,1,,,0,FALSE,1.191,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.060"",""0.425"",""0.575"",""0.798""]","[1,1,0,1]",0,10,10,10,1,1,0,,,0,FALSE,1.5278,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.165"",""0.511"",""0.204"",""0.969""]","[1,1,0,1]",0,11,11,11,1,0,0,,,0,FALSE,1.0275,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.368"",""0.832"",""0.571""]","[1,1,1,0]",0,12,12,12,1,0,1,,,0,FALSE,0.8406,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.200"",""0.286"",""0.673"",""0.732""]","[0,1,1,1]",0,13,13,13,1,1,1,,,0,FALSE,0.8533,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.060"",""0.319"",""0.611"",""0.798""]","[1,0,1,1]",0,14,14,14,1,1,0,,,0,FALSE,1.5885,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.165"",""0.199"",""0.885"",""0.969""]","[1,0,1,1]",0,15,15,15,1,0,0,,,0,FALSE,1.2695,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.123"",""0.319"",""0.673"",""0.732""]","[1,0,1,1]",0,16,16,16,1,1,1,,,0,FALSE,0.9982,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.571"",""0.511"",""0.885"",""0.969""]","[0,1,1,1]",0,17,17,17,1,0,0,,,0,FALSE,0.6606,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.165"",""0.511"",""0.330"",""0.969""]","[1,1,0,1]",0,18,18,18,1,0,0,,,0,FALSE,0.855,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.368"",""0.832"",""0.560""]","[1,1,1,0]",0,19,19,19,1,0,1,,,0,FALSE,1.2367,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.060"",""0.319"",""0.611"",""0.798""]","[1,0,1,1]",0,20,20,20,1,1,0,,,0,FALSE,1.0194,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.165"",""0.511"",""0.885"",""0.557""]","[1,1,1,0]",0,21,21,21,1,0,0,,,0,FALSE,0.952,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.552"",""0.286"",""0.673"",""0.732""]","[0,1,1,1]",0,22,22,22,1,1,1,,,0,FALSE,0.6252,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.060"",""0.425"",""0.611"",""0.330""]","[1,1,1,0]",0,23,23,23,1,1,0,,,0,FALSE,0.613,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.557"",""0.832"",""0.926""]","[1,0,1,1]",0,24,24,24,1,0,1,,,0,FALSE,0.7695,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.560"",""0.368"",""0.832"",""0.926""]","[0,1,1,1]",0,25,25,25,1,0,1,,,0,FALSE,0.8242,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.123"",""0.286"",""0.673"",""0.575""]","[1,1,1,0]",0,26,26,26,1,1,1,,,0,FALSE,1.0483,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.250"",""0.368"",""0.204"",""0.926""]","[1,1,0,1]",0,27,27,27,1,0,1,,,0,FALSE,1.0642,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.123"",""0.286"",""0.552"",""0.732""]","[1,1,0,1]",0,28,28,28,1,1,1,,,0,FALSE,1.3129,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.060"",""0.425"",""0.330"",""0.798""]","[1,1,0,1]",0,29,29,29,1,1,0,,,0,FALSE,1.2987,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.165"",""0.557"",""0.885"",""0.969""]","[1,0,1,1]",0,30,30,30,1,0,0,,,0,FALSE,0.6256,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.555"",""0.425"",""0.611"",""0.798""]","[0,1,1,1]",0,31,31,31,1,1,0,,,0,FALSE,0.9809,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.368"",""0.832"",""0.552""]","[1,1,1,0]",0,32,32,32,1,0,1,,,0,FALSE,0.9743,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.200"",""0.832"",""0.926""]","[1,0,1,1]",0,33,33,33,1,0,1,,,0,FALSE,1.2246,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.165"",""0.511"",""0.885"",""0.330""]","[1,1,1,0]",0,34,34,34,1,0,0,,,0,FALSE,2.3626,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,"[""0.560"",""0.511"",""0.885"",""0.969""]","[0,1,1,1]",0,35,35,35,1,0,0,,,0,FALSE,0.387,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.123"",""0.286"",""0.464"",""0.732""]","[1,1,0,1]",0,36,36,36,1,1,1,,,0,FALSE,0.7335,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.165"",""0.330"",""0.885"",""0.969""]","[1,0,1,1]",0,37,37,37,1,0,0,,,0,FALSE,1.0731,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.165"",""0.511"",""0.571"",""0.969""]","[1,1,0,1]",0,38,38,38,1,0,0,,,0,FALSE,0.63,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.060"",""0.575"",""0.611"",""0.798""]","[1,0,1,1]",0,39,39,39,1,1,0,,,0,FALSE,0.6461,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.250"",""0.368"",""0.204"",""0.926""]","[1,1,0,1]",0,40,40,40,1,0,1,,,0,FALSE,0.7344,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.060"",""0.425"",""0.611"",""0.555""]","[1,1,1,0]",0,41,41,41,1,1,0,,,0,FALSE,0.6673,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.319"",""0.425"",""0.611"",""0.798""]","[0,1,1,1]",0,42,42,42,1,1,0,,,0,FALSE,0.5336,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.123"",""0.464"",""0.673"",""0.732""]","[1,0,1,1]",0,43,43,43,1,1,1,,,0,FALSE,0.5888,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,"[""0.123"",""0.286"",""0.673"",""0.200""]","[1,1,1,0]",0,44,44,44,1,1,1,,,0,FALSE,0.556,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,"[""0.060"",""0.425"",""0.199"",""0.798""]","[1,1,0,1]",0,45,45,45,1,1,0,,,0,FALSE,0.9345,,,,,,,,,,,,,
,613a83688ba242a0b26b0fd1,627c6e1daaee023364a37de3,2022-05-11_21h19.35.616,classification_task,2021.2.3,MacIntel,59.99880002,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,"[""0.555"",""0.368"",""0.832"",""0.926""]","[0,1,1,1]",0,46,46,46,1,0,1,,,0,FALSE,0.6626,,,,,,,,,,,,,
