usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id
TRUE,60de1499bd710c6413edcfa0,627c6fd66226c83cfcfbc0c8,2022-05-12_03h24.36.385,classification_task,2021.2.3,Linux x86_64,59.95203837,627c6715c52fd12f31907bcf
