usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran,key_resp_4.keys,key_resp_4.rt,key_resp.keys,key_resp.corr,key_resp.rt,lines_presented,is_signal_presented,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,vessel,active_band,lines,is_signal,supported_pos,catch_trial,debrief_formindex,debrief_formitemText,debrief_formtype,debrief_formitemWidth,debrief_formresponse,debrief_formrt,phases.thisRepN,phases.thisTrialN,phases.thisN,phases.thisIndex,phases.ran,phases.order,phase
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,3.8195,"[""0.201"",""0.387"",""0.650"",""0.802""]","[1,1,1,0]",0,4,4,4,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,4.1963,"[""0.201"",""0.387"",""0.802"",""0.898""]","[1,1,0,1]",0,5,5,5,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,4.5518,"[""0.297"",""0.547"",""0.037"",""0.968""]","[1,1,0,1]",0,6,6,6,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,8.0881,"[""0.201"",""0.046"",""0.650"",""0.898""]","[1,0,1,1]",0,7,7,7,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,5.3057,"[""0.802"",""0.387"",""0.650"",""0.898""]","[0,1,1,1]",0,8,8,8,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,4.1074,"[""0.116"",""0.592"",""0.498"",""0.768""]","[1,0,1,1]",0,9,9,9,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,3.1433,"[""0.116"",""0.347"",""0.607"",""0.768""]","[1,1,0,1]",0,10,10,10,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,,0,,"[""0.082"",""0.162"",""0.446"",""0.704""]","[1,0,1,1]",0,11,11,11,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,5.3248,"[""0.597"",""0.255"",""0.446"",""0.704""]","[0,1,1,1]",0,12,12,12,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,7.7204,"[""0.597"",""0.347"",""0.498"",""0.768""]","[0,1,1,1]",0,13,13,13,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,3.5704,"[""0.297"",""0.547"",""0.843"",""0.155""]","[1,1,1,0]",0,14,14,14,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,2.027,"[""0.297"",""0.046"",""0.843"",""0.968""]","[1,0,1,1]",0,15,15,15,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,2.9417,"[""0.162"",""0.547"",""0.843"",""0.968""]","[0,1,1,1]",0,16,16,16,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,2.4749,"[""0.082"",""0.255"",""0.446"",""0.597""]","[1,1,1,0]",0,17,17,17,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,3.658,"[""0.297"",""0.547"",""0.843"",""0.808""]","[1,1,1,0]",0,18,18,18,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,6.0851,"[""0.201"",""0.387"",""0.650"",""0.808""]","[1,1,1,0]",0,19,19,19,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,3.1087,"[""0.116"",""0.347"",""0.498"",""0.808""]","[1,1,1,0]",0,20,20,20,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,3.875,"[""0.607"",""0.387"",""0.650"",""0.898""]","[0,1,1,1]",0,21,21,21,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,3.5698,"[""0.297"",""0.547"",""0.803"",""0.968""]","[1,1,0,1]",0,22,22,22,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,4.3422,"[""0.297"",""0.592"",""0.843"",""0.968""]","[1,0,1,1]",0,23,23,23,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,2.729,"[""0.116"",""0.347"",""0.046"",""0.768""]","[1,1,0,1]",0,24,24,24,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,6.7723,"[""0.116"",""0.802"",""0.498"",""0.768""]","[1,0,1,1]",0,25,25,25,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,5.8057,"[""0.607"",""0.347"",""0.498"",""0.768""]","[0,1,1,1]",0,26,26,26,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,4.3584,"[""0.201"",""0.162"",""0.650"",""0.898""]","[1,0,1,1]",0,27,27,27,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,5.3566,"[""0.082"",""0.255"",""0.592"",""0.704""]","[1,1,0,1]",0,28,28,28,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,2.8944,"[""0.082"",""0.592"",""0.446"",""0.704""]","[1,0,1,1]",0,29,29,29,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,2.2431,"[""0.201"",""0.387"",""0.603"",""0.898""]","[1,1,0,1]",0,30,30,30,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.9274,"[""0.597"",""0.255"",""0.446"",""0.704""]","[0,1,1,1]",0,31,31,31,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,,0,,"[""0.082"",""0.255"",""0.446"",""0.802""]","[1,1,1,0]",0,32,32,32,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,2.7264,"[""0.297"",""0.547"",""0.046"",""0.968""]","[1,1,0,1]",0,33,33,33,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,3.2294,"[""0.116"",""0.347"",""0.498"",""0.037""]","[1,1,1,0]",0,34,34,34,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,2.3266,"[""0.046"",""0.347"",""0.498"",""0.768""]","[0,1,1,1]",0,35,35,35,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,1.9927,"[""0.082"",""0.255"",""0.591"",""0.704""]","[1,1,0,1]",0,36,36,36,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,2.3606,"[""0.607"",""0.255"",""0.446"",""0.704""]","[0,1,1,1]",0,37,37,37,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,2.5792,"[""0.201"",""0.803"",""0.650"",""0.898""]","[1,0,1,1]",0,38,38,38,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,1.8129,"[""0.116"",""0.347"",""0.603"",""0.768""]","[1,1,0,1]",0,39,39,39,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,1.9479,"[""0.201"",""0.387"",""0.650"",""0.046""]","[1,1,1,0]",0,40,40,40,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,1.2608,"[""0.201"",""0.387"",""0.603"",""0.898""]","[1,1,0,1]",0,41,41,41,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.2964,"[""0.116"",""0.592"",""0.498"",""0.768""]","[1,0,1,1]",0,42,42,42,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,1.5954,"[""0.297"",""0.591"",""0.843"",""0.968""]","[1,0,1,1]",0,43,43,43,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,1.2095,"[""0.297"",""0.547"",""0.843"",""0.603""]","[1,1,1,0]",0,44,44,44,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,1.2629,"[""0.037"",""0.387"",""0.650"",""0.898""]","[0,1,1,1]",0,45,45,45,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.0819,"[""0.082"",""0.591"",""0.446"",""0.704""]","[1,0,1,1]",0,46,46,46,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,0.8984,"[""0.803"",""0.547"",""0.843"",""0.968""]","[0,1,1,1]",0,47,47,47,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.3129,"[""0.116"",""0.347"",""0.603"",""0.768""]","[1,1,0,1]",0,48,48,48,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,1.0292,"[""0.201"",""0.387"",""0.809"",""0.898""]","[1,1,0,1]",0,49,49,49,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,0.8142,"[""0.116"",""0.347"",""0.498"",""0.592""]","[1,1,1,0]",0,50,50,50,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6966,"[""0.802"",""0.547"",""0.843"",""0.968""]","[0,1,1,1]",0,51,51,51,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,0.7145,"[""0.297"",""0.547"",""0.803"",""0.968""]","[1,1,0,1]",0,52,52,52,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,0.7636,"[""0.116"",""0.591"",""0.498"",""0.768""]","[1,0,1,1]",0,53,53,53,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,0.715,"[""0.082"",""0.162"",""0.446"",""0.704""]","[1,0,1,1]",0,54,54,54,1,1,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,0.6639,"[""0.581"",""0.347"",""0.498"",""0.768""]","[0,1,1,1]",0,55,55,55,1,1,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,0.5479,"[""0.201"",""0.387"",""0.650"",""0.803""]","[1,1,1,0]",0,56,56,56,1,0,1,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,0.4154,"[""0.297"",""0.581"",""0.843"",""0.968""]","[1,0,1,1]",0,57,57,57,1,0,0,,,1,FALSE,,,,,,,,,,,,,
,613b570da4c6973e6b819474,627c76c094d123c3e7e6e226,2022-05-11_21h54.26.995,classification_task,2021.2.3,Win32,60.0348202,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,0.2814,"[""0.297"",""0.547"",""0.843"",""0.037""]","[1,1,1,0]",0,58,58,58,1,0,0,,,1,FALSE,,,,,,,,,,,,,
