usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
TRUE,61565f114cb5965dcad6d0dc,001,2022-04-28_20h11.43.054,classification_task,2021.2.3,Win32,56.98330389,61565f114cb5965dcad6d0dc,626b377229c10585ec392f89,626b3b151572b75a9656e7dc
