usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran,key_resp_4.keys,key_resp_4.rt,key_resp.keys,key_resp.corr,key_resp.rt,lines_presented,is_signal_presented,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,vessel,active_band,lines,is_signal,supported_pos,catch_trial,debrief_formindex,debrief_formitemText,debrief_formtype,debrief_formitemWidth,debrief_formresponse,debrief_formrt,phases.thisRepN,phases.thisTrialN,phases.thisN,phases.thisIndex,phases.ran,phases.order,phase
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.6319,"[""0.324"",""0.460"",""0.763"",""0.920""]","[1,1,0,1]",0,49,49,49,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.5814,"[""0.766"",""0.415"",""0.606"",""0.705""]","[0,1,1,1]",0,50,50,50,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.6988,"[""0.107"",""0.415"",""0.606"",""0.287""]","[1,1,1,0]",0,51,51,51,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.6002,"[""0.195"",""0.508"",""0.878"",""0.233""]","[1,1,1,0]",0,52,52,52,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,1.4055,"[""0.195"",""0.254"",""0.878"",""0.958""]","[1,0,1,1]",0,53,53,53,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.8235,"[""0.233"",""0.460"",""0.658"",""0.920""]","[0,1,1,1]",0,54,54,54,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,1.0152,"[""0.749"",""0.508"",""0.878"",""0.958""]","[0,1,1,1]",0,55,55,55,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,1.1138,"[""0.034"",""0.766"",""0.545"",""0.804""]","[1,0,1,1]",0,56,56,56,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,1.1854,"[""0.148"",""0.369"",""0.545"",""0.804""]","[0,1,1,1]",0,57,57,57,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.7491,"[""0.324"",""0.766"",""0.658"",""0.920""]","[1,0,1,1]",0,58,58,58,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.8337,"[""0.034"",""0.369"",""0.545"",""0.162""]","[1,1,1,0]",0,59,59,59,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,1.581,"[""0.324"",""0.460"",""0.658"",""0.159""]","[1,1,1,0]",0,60,60,60,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,1.1692,"[""0.034"",""0.369"",""0.749"",""0.804""]","[1,1,0,1]",0,61,61,61,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.8648,"[""0.195"",""0.508"",""0.767"",""0.958""]","[1,1,0,1]",0,62,62,62,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,0.5164,"[""0.107"",""0.287"",""0.606"",""0.705""]","[1,0,1,1]",0,63,63,63,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0, ,,0,6.136739418,613.4359,0,0,0,0,1,2,1
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,  ,,0,9.684744268,627.2931,0,0,0,0,1,2,1
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,  ,,0,1.004188713,624.6239,0,0,0,0,1,2,1
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,1
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,space,54.2681,a,0,4.4384,"[""0.254"",""0.415"",""0.606"",""0.705""]","[0,1,1,1]",0,0,0,0,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,6.3072,"[""0.107"",""0.415"",""0.254"",""0.705""]","[1,1,0,1]",0,1,1,1,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,1.5984,"[""0.324"",""0.287"",""0.658"",""0.920""]","[1,0,1,1]",0,2,2,2,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,1.0803,"[""0.107"",""0.287"",""0.606"",""0.705""]","[1,0,1,1]",0,3,3,3,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.8925,"[""0.324"",""0.460"",""0.658"",""0.287""]","[1,1,1,0]",0,4,4,4,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.681,"[""0.034"",""0.233"",""0.545"",""0.804""]","[1,0,1,1]",0,5,5,5,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.8857,"[""0.749"",""0.460"",""0.658"",""0.920""]","[0,1,1,1]",0,6,6,6,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.4669,"[""0.034"",""0.369"",""0.763"",""0.804""]","[1,1,0,1]",0,7,7,7,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,1.438,"[""0.034"",""0.369"",""0.545"",""0.275""]","[1,1,1,0]",0,8,8,8,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,2.019,"[""0.195"",""0.508"",""0.878"",""0.148""]","[1,1,1,0]",0,9,9,9,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,1.7949,"[""0.254"",""0.369"",""0.545"",""0.804""]","[0,1,1,1]",0,10,10,10,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.5546,"[""0.195"",""0.283"",""0.878"",""0.958""]","[1,0,1,1]",0,11,11,11,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,1.5352,"[""0.324"",""0.460"",""0.749"",""0.920""]","[1,1,0,1]",0,12,12,12,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.6492,"[""0.148"",""0.508"",""0.878"",""0.958""]","[0,1,1,1]",0,13,13,13,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.5655,"[""0.195"",""0.508"",""0.254"",""0.958""]","[1,1,0,1]",0,14,14,14,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,0.5146,"[""0.107"",""0.415"",""0.606"",""0.162""]","[1,1,1,0]",0,15,15,15,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,3.0657,"[""0.324"",""0.460"",""0.145"",""0.920""]","[1,1,0,1]",0,16,16,16,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,1.1709,"[""0.254"",""0.508"",""0.878"",""0.958""]","[0,1,1,1]",0,17,17,17,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6785,"[""0.148"",""0.460"",""0.658"",""0.920""]","[0,1,1,1]",0,18,18,18,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,0.3267,"[""0.107"",""0.415"",""0.606"",""0.287""]","[1,1,1,0]",0,19,19,19,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.7446,"[""0.034"",""0.369"",""0.162"",""0.804""]","[1,1,0,1]",0,20,20,20,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,1.2357,"[""0.153"",""0.369"",""0.545"",""0.804""]","[0,1,1,1]",0,21,21,21,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,2.2287,"[""0.287"",""0.415"",""0.606"",""0.705""]","[0,1,1,1]",0,22,22,22,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,1.9353,"[""0.195"",""0.763"",""0.878"",""0.958""]","[1,0,1,1]",0,23,23,23,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,2.5105,"[""0.324"",""0.749"",""0.658"",""0.920""]","[1,0,1,1]",0,24,24,24,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,2.3186,"[""0.195"",""0.508"",""0.767"",""0.958""]","[1,1,0,1]",0,25,25,25,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.8408,"[""0.034"",""0.369"",""0.545"",""0.159""]","[1,1,1,0]",0,26,26,26,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.5985,"[""0.324"",""0.460"",""0.658"",""0.766""]","[1,1,1,0]",0,27,27,27,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.8451,"[""0.195"",""0.508"",""0.878"",""0.283""]","[1,1,1,0]",0,28,28,28,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,0.6473,"[""0.107"",""0.069"",""0.606"",""0.705""]","[1,0,1,1]",0,29,29,29,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.4181,"[""0.107"",""0.415"",""0.148"",""0.705""]","[1,1,0,1]",0,30,30,30,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,2.5444,"[""0.034"",""0.749"",""0.545"",""0.804""]","[1,0,1,1]",0,31,31,31,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.0007,"[""0.195"",""0.508"",""0.233"",""0.958""]","[1,1,0,1]",0,32,32,32,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,0.782,"[""0.107"",""0.415"",""0.159"",""0.705""]","[1,1,0,1]",0,33,33,33,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.3488,"[""0.195"",""0.508"",""0.878"",""0.069""]","[1,1,1,0]",0,34,34,34,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,0.6636,"[""0.034"",""0.369"",""0.766"",""0.804""]","[1,1,0,1]",0,35,35,35,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.4269,"[""0.107"",""0.415"",""0.606"",""0.148""]","[1,1,1,0]",0,36,36,36,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,1.0149,"[""0.324"",""0.460"",""0.145"",""0.920""]","[1,1,0,1]",0,37,37,37,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,0.5184,"[""0.107"",""0.287"",""0.606"",""0.705""]","[1,0,1,1]",0,38,38,38,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,1.3628,"[""0.034"",""0.369"",""0.545"",""0.767""]","[1,1,1,0]",0,39,39,39,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.4793,"[""0.767"",""0.508"",""0.878"",""0.958""]","[0,1,1,1]",0,40,40,40,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.411,"[""0.324"",""0.283"",""0.658"",""0.920""]","[1,0,1,1]",0,41,41,41,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.454,"[""0.287"",""0.460"",""0.658"",""0.920""]","[0,1,1,1]",0,42,42,42,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4802,"[""0.324"",""0.460"",""0.658"",""0.148""]","[1,1,1,0]",0,43,43,43,1,0,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.5285,"[""0.763"",""0.415"",""0.606"",""0.705""]","[0,1,1,1]",0,44,44,44,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.6619,"[""0.159"",""0.369"",""0.545"",""0.804""]","[0,1,1,1]",0,45,45,45,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,0.4648,"[""0.034"",""0.275"",""0.545"",""0.804""]","[1,0,1,1]",0,46,46,46,1,1,0,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,0,0.4957,"[""0.195"",""0.287"",""0.878"",""0.958""]","[1,0,1,1]",0,47,47,47,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,0.4306,"[""0.107"",""0.415"",""0.606"",""0.145""]","[1,1,1,0]",0,48,48,48,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4645,"[""0.195"",""0.508"",""0.878"",""0.287""]","[1,1,1,0]",0,49,49,49,1,0,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,a,0,0.484,"[""0.107"",""0.766"",""0.606"",""0.705""]","[1,0,1,1]",0,50,50,50,1,1,1,,,0,FALSE,,,,,,,,,,,,,
,6090b0a0a3289699f1b4917e,627c6fafca84a60ec02aefab,2022-05-11_22h26.24.200,classification_task,2021.2.3,Win32,60.07810153,627c6715c52fd12f31907bcf,,,,,,,,,,,,,,,,,,,,,,,l,1,1.4506,"[""0.034"",""0.369"",""0.545"",""0.287""]","[1,1,1,0]",0,51,51,51,1,1,0,,,0,FALSE,,,,,,,,,,,,,
