usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom
TRUE,60ca61ee9cdeff87d1e9df40,001,2022-04-28_20h10.57.139,classification_task,2021.2.3,Win32,60.0276127,60ca61ee9cdeff87d1e9df40,626b377229c10585ec392f89,626b3b019f3f5c490a3661b7,,,,
,60ca61ee9cdeff87d1e9df40,001,2022-04-28_20h10.57.139,classification_task,2021.2.3,Win32,60.0276127,60ca61ee9cdeff87d1e9df40,626b377229c10585ec392f89,626b3b019f3f5c490a3661b7,"[[""0.290"",""0.366"",""0.847"",""0.929""],[""0.326"",""0.431"",""0.883"",""0.969""]]","[[""0.044"",""0.167"",""0.577"",""0.706""],[""0.102"",""0.233"",""0.501"",""0.810""]]","[1,10]","[100,1000]"
