usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
TRUE,613d4999d6cec3e6772576d0,001,2022-04-28_20h08.52.594,classification_task,2021.2.3,MacIntel,60.14675809,613d4999d6cec3e6772576d0,626b377229c10585ec392f8a,626b3a42bb7388bd0b0de030
