usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom
TRUE,5dd6023dcaee3e5b7ba7a5bc,627c6f6010be7aadc9f67a05,2022-05-12_02h41.25.700,classification_task,2021.2.3,Win32,60,627c6715c52fd12f31907bcf,,,,
,5dd6023dcaee3e5b7ba7a5bc,627c6f6010be7aadc9f67a05,2022-05-12_02h41.25.700,classification_task,2021.2.3,Win32,60,627c6715c52fd12f31907bcf,"[[""0.232"",""0.408"",""0.614"",""0.880""],[""0.285"",""0.521"",""0.940"",""0.975""]]","[[""0.122"",""0.176"",""0.486"",""0.755""],[""0.025"",""0.371"",""0.450"",""0.830""]]","[1,10]","[100,1000]"
