usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID
TRUE,615aa2eaff96e71cb8da8c7b,001,2022-04-29_03h32.15.499,classification_task,2021.2.3,Linux armv8l,60.1612321,615aa2eaff96e71cb8da8c7b,626b377229c10585ec392f89,626b3b86fe20fa0b71931666
