usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id
TRUE,61675e387230291cabc16e5c,627c6f89c4b340b9030cafe9,2022-05-12_04h26.16.455,classification_task,2021.2.3,iPhone,30.3030303,627c6715c52fd12f31907bcf
