usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom
TRUE,60ca61ee9cdeff87d1e9df40,001,2022-04-28_20h13.38.803,classification_task,2021.2.3,Win32,59.95563283,60ca61ee9cdeff87d1e9df40,626b377229c10585ec392f89,626b3b019f3f5c490a3661b7,,,,
,60ca61ee9cdeff87d1e9df40,001,2022-04-28_20h13.38.803,classification_task,2021.2.3,Win32,59.95563283,60ca61ee9cdeff87d1e9df40,626b377229c10585ec392f89,626b3b019f3f5c490a3661b7,"[[""0.229"",""0.438"",""0.852"",""0.921""],[""0.271"",""0.511"",""0.886"",""0.964""]]","[[""0.120"",""0.386"",""0.608"",""0.727""],[""0.035"",""0.086"",""0.571"",""0.687""]]","[1,10]","[100,1000]"
