usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom,formitemText,formtype,formundefined,formitemWidth,formindex,formresponse,formrt,key_resp_2.keys,key_resp_2.rt,tute_resp.keys,tute_resp.rt,tutorial.thisRepN,tutorial.thisTrialN,tutorial.thisN,tutorial.thisIndex,tutorial.ran,key_resp_4.keys,key_resp_4.rt,key_resp.keys,key_resp.corr,key_resp.rt,lines_presented,is_signal_presented,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,vessel,active_band,lines,is_signal,supported_pos,catch_trial,debrief_formindex,debrief_formitemText,debrief_formtype,debrief_formitemWidth,debrief_formresponse,debrief_formrt,phases.thisRepN,phases.thisTrialN,phases.thisN,phases.thisIndex,phases.ran,phases.order,phase,key_resp_3.keys,key_resp_3.rt,trustitemText,trusttype,trustitemWidth,trustindex,trustresponse,trustrt,support_status.thisRepN,support_status.thisTrialN,support_status.thisN,support_status.thisIndex,support_status.ran,support_status.order,key_resp_5.keys,key_resp_5.rt,globalClockTime,userAgent,manualCondition
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.6998,"[""0.025"",""0.637"",""0.593"",""0.773""]","[1,0,1,1]",0,18,18,18,1,1,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,5.5303,"[""0.261"",""0.362"",""0.827"",""0.196""]","[1,1,1,0]",0,19,19,19,1,0,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,1.634,"[""0.306"",""0.737"",""0.867"",""0.972""]","[1,0,1,1]",0,20,20,20,1,0,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,2.4498,"[""0.306"",""0.397"",""0.633"",""0.972""]","[1,1,0,1]",0,21,21,21,1,0,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,2.0681,"[""0.025"",""0.158"",""0.593"",""0.554""]","[1,1,1,0]",0,22,22,22,1,1,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,2.5327,"[""0.068"",""0.196"",""0.499"",""0.703""]","[1,0,1,1]",0,23,23,23,1,1,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,4.214,"[""0.633"",""0.158"",""0.593"",""0.773""]","[0,1,1,1]",0,24,24,24,1,1,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,3.3047,"[""0.261"",""0.217"",""0.827"",""0.908""]","[1,0,1,1]",0,25,25,25,1,0,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,2.9636,"[""0.261"",""0.362"",""0.638"",""0.908""]","[1,1,0,1]",0,26,26,26,1,0,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.8101,"[""0.068"",""0.113"",""0.196"",""0.703""]","[1,1,0,1]",0,27,27,27,1,1,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,4.1224,"[""0.196"",""0.397"",""0.867"",""0.972""]","[0,1,1,1]",0,28,28,28,1,0,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.3632,"[""0.025"",""0.158"",""0.217"",""0.773""]","[1,1,0,1]",0,29,29,29,1,1,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,2.3136,"[""0.068"",""0.113"",""0.499"",""0.666""]","[1,1,1,0]",0,30,30,30,1,1,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,2.8569,"[""0.554"",""0.362"",""0.827"",""0.908""]","[0,1,1,1]",0,31,31,31,1,0,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,2.9233,"[""0.025"",""0.158"",""0.637"",""0.773""]","[1,1,0,1]",0,32,32,32,1,1,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,4.2604,"[""0.261"",""0.637"",""0.827"",""0.908""]","[1,0,1,1]",0,33,33,33,1,0,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,0,1.9945,"[""0.198"",""0.362"",""0.827"",""0.908""]","[0,1,1,1]",0,34,34,34,1,0,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.5164,"[""0.068"",""0.113"",""0.499"",""0.639""]","[1,1,1,0]",0,35,35,35,1,1,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,0,1.4874,"[""0.198"",""0.113"",""0.499"",""0.703""]","[0,1,1,1]",0,36,36,36,1,1,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,1.4068,"[""0.306"",""0.737"",""0.867"",""0.972""]","[1,0,1,1]",0,37,37,37,1,0,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.616,"[""0.025"",""0.158"",""0.593"",""0.547""]","[1,1,1,0]",0,38,38,38,1,1,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,3.9545,"[""0.554"",""0.397"",""0.867"",""0.972""]","[0,1,1,1]",0,39,39,39,1,0,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.5642,"[""0.068"",""0.196"",""0.499"",""0.703""]","[1,0,1,1]",0,40,40,40,1,1,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,2.4346,"[""0.068"",""0.113"",""0.666"",""0.703""]","[1,1,0,1]",0,41,41,41,1,1,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,1.8808,"[""0.306"",""0.397"",""0.867"",""0.198""]","[1,1,1,0]",0,42,42,42,1,0,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,2.4893,"[""0.261"",""0.362"",""0.827"",""0.737""]","[1,1,1,0]",0,43,43,43,1,0,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,1.4461,"[""0.306"",""0.397"",""0.633"",""0.972""]","[1,1,0,1]",0,44,44,44,1,0,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,a,1,3.8207,"[""0.261"",""0.362"",""0.217"",""0.908""]","[1,1,0,1]",0,45,45,45,1,0,0,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,1.4597,"[""0.212"",""0.158"",""0.593"",""0.773""]","[0,1,1,1]",0,46,46,46,1,1,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6172c4021e98fea55a9d4a12,627c89d435e1a07e1d810e71,2022-05-12_07h21.44.759,classification_task,2021.2.3,Win32,60.60238773,627c6715c52fd12f31907bd0,,,,,,,,,,,,,,,,,,,,,,,l,1,0.9022,"[""0.025"",""0.666"",""0.593"",""0.773""]","[1,0,1,1]",0,47,47,47,1,1,1,,,1,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
