usingWebGL,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,signatures_friend,signatures_foe,band_ranges_top,band_ranges_bottom
TRUE,5d6ef000391fb4001a97337d,627c6fceca0d625b1aa4eca3,2022-05-11_21h26.12.453,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,,,,
,5d6ef000391fb4001a97337d,627c6fceca0d625b1aa4eca3,2022-05-11_21h26.12.453,classification_task,2021.2.3,Win32,59.89817311,627c6715c52fd12f31907bcf,"[[""0.204"",""0.363"",""0.704"",""0.934""],[""0.272"",""0.474"",""0.871"",""0.969""]]","[[""0.030"",""0.423"",""0.550"",""0.835""],[""0.149"",""0.324"",""0.595"",""0.745""]]","[1,10]","[100,1000]"
